Title,Abstract,Authors,Year,Venue,DOI,Cited by,Open Access,URL,Keywords,Language,Pages,Actions
"Chapter 8 . 17 Benchmarking in the Semantic Web","-","R. García-Castro; Asunción Gómez-Pérez","2009","Software Applications","10.4018/9781605660608.ch200","-","-","https://doi.org/10.4018/9781605660608.ch200","","-","-","Include"
"Building a framework for understanding and improving information technology transfer process in the Arab countries","[Abstract]: Transfer of information technology (IT) is becoming an increasingly important challenge for developing countries. IT transfer is risky and time-consuming due to the complex processes that it involves. Existing literature shows that few efforts have been made to understand and improve IT transfer and its process in the Arab countries. This paper reports on research in progress that aims to address that gap through empirical research in the Arab countries. The research found that six interacting stages provided a model within which IT transfer process can be understood: assessment and selection; acquisition; adaptation; absorption and assimilation; diffusion; and development. Based on this model, the IT transfer process can be understood by applying the Delphi method to identify the issues that comprise each stage of the process. Thus, a two-round Delphi-type survey was designed and conducted in this study to identify major issues for the successful IT transfer process in developing countries from the perceptions of stakeholder groups in the Arab countries. Attempts to map issues to a descriptive model allow discrimination between substantive issues. Structured coding, model approach (IT transfer process model) and synthesis procedures resulted in a master set of 10 major issue categories, and 71 sub-issues. This paper serves to focus discussion and promote constructive interaction for the purpose of understanding and improving the nuances of the IT transfer process in developing countries in general and in the Arab countries in particular.","Khalid Al-Mabrouk; J. Soar","2008","University of Southern Queensland ePrints (University of Southern Queensland)","10.1108/17410390910993518","3","-","https://doi.org/10.1108/17410390910993518","","en","504-522","Include"
"The Management of University-Industry Collaborations Involving Empirical Studies of Software Enginee","-","T. Lethbridge; Steve Lyon; Peter Perry","2008","Guide to Advanced Empirical Software Engineering","10.1007/978-1-84800-044-5_10","8","false","https://doi.org/10.1007/978-1-84800-044-5_10","Empirical research; Plan (archaeology); Engineering management; Software; Knowledge management; Engineering ethics; Engineering; Computer science; Management science; Business","en","257-281","Include"
"A Longitudinal Study of the Use of a Test-Driven Development Practice in Industry","Bio-inspired strategies for robotic sensing are essential for in situ manufactured sensors on the Moon. Sensors are one crucial component of robots that should be manufactured from lunar resources to industrialize the Moon at low cost. We are concerned with two classes of sensor: (a) position sensors and derivatives thereof are the most elementary of measurements; and (b) light sensing arrays provide for distance measurement within the visible waveband. Terrestrial approaches to sensor design cannot be accommodated within the severe limitations imposed by the material resources and expected manufacturing competences on the Moon. Displacement and strain sensors may be constructed as potentiometers with aluminium extracted from anorthite. Anorthite is also a source of silica from which quartz may be manufactured. Thus, piezoelectric sensors may be constructed. Silicone plastic (siloxane) is an elastomer that may be derived from lunar volatiles. This offers the prospect for tactile sensing arrays. All components of photomultiplier tubes may be constructed from lunar resources. However, the spatial resolution of photomultiplier tubes is limited so only modest array sizes can be constructed. This requires us to exploit biomimetic strategies: (i) optical flow provides the visual navigation competences of insects implemented through modest circuitry, and (ii) foveated vision trades the visual resolution deficiencies with higher resolution of pan-tilt motors enabled by micro-stepping. Thus, basic sensors may be manufactured from lunar resources. They are elementary components of robotic machines that are crucial for constructing a sustainable lunar infrastructure. Constraints imposed by the Moon may be compensated for using biomimetic strategies which are adaptable to non-Earth environments.","J. Sanchez; L. Williams; E. M. Maximilien","2007","Proceedings of the 12th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement","10.3390/biomimetics9080496","17","-","https://doi.org/10.3390/biomimetics9080496","","-","1-10","Include"
"Per Garre i","-","T. Gorschek; P. Garre; S. Larsson; T. Gorschek; P. Garre; S. Larsson; Claes Wohlin","2007","Oxford English Dictionary","10.1093/oed/4572944399","-","-","https://doi.org/10.1093/oed/4572944399","","en","-","Include"
"Engineering Families of Software-Intensive Systems using Features, Goals and Scenarios","Over the last decade, software has become an integral part of many products with which it is not traditionally associated (e.g., automobiles, medical equipment, home appliances, etc.). This has led to problems in many organizations, since it has proved difficult to integrate software engineering processes with other engineering processes. To address the increased complexity and to coordinate their engineering efforts, many organizations working in such domains have therefore introduced systems engineering into their business processes. Systems engineering is an interdisciplinary approach to system development. Teamwork is essential in developing complex systems, and systems engineering orchestrates this process throughout the lifespan of a system. The focus of systems engineering is on defining customer needs and required functionality, documenting requirements, synthesizing a design and validating the system. A problem with the traditional techniques of systems engineering is, however, that they provide inadequate support for achieving high levels of reuse between different projects. In this dissertation, methods and tools with the overall purpose of providing an improved reuse infrastructure for systems engineering artifacts and their resulting detailed design artifacts are proposed. The proposed methods and tools are based on the software product-line approach, a reuse strategy which focuses on families of related systems that address particular market segments. Studies have shown that if an empirical study does not report experiences from that which practitioners consider a “real” situation, results are likely to be ignored. Even though case studies cannot achieve the scientific rigor of formal experiments, case studies can provide enough information to decide if a specific technology will benefit a particular organization. To ensure industry-relevant research results, case studies on real development projects were chosen as the main vehicle for performing research. This dissertation reports experiences from four empirical studies which were performed within the Swedish defense industry. The studies indicate that the proposed methods and tools indeed provide an improved reuse infrastructure, compared to the previously used methods and tools.","M. Eriksson","2007","KTH Publication Database DiVA (KTH Royal Institute of Technology)","10.1007/1-4020-3532-2","4","-","https://doi.org/10.1007/1-4020-3532-2","","en","-","Include"
"Intelligent Decision Support for Road Mapping A Technology Transfer Case Study with Siemens Corporate Technology","In this paper, we describe a technology transfer case study with Siemens Corporate Technology, Systems and Engineering in Munich, Germany in which intelligent decision support was provided for road mapping of the services provided by this unit. The challenge was to provide roadmaps for optimal success in order to achieve maximum market competitiveness and customer satisfaction while simultaneously balancing the resources, business rules, risks, constraints and priorities of different stakeholders and customers around the world. The paper thus describes how ReleasePlanner, a cutting edge technology based on hybrid intelligence developed by the Laboratory for Software Engineering Decision Support at the University of Calgary was used to provide decision support. The technology transfer process and its impact at Siemens are reported.","Pankaj Bhawnani; G. Ruhe","2006","Proceedings of the 2006 international workshop on Software technology transfer in software engineering","10.1145/1138046.1138057","8","-","https://doi.org/10.1145/1138046.1138057","","-","35-40","Include"
"MEASURING AND IMPROVING TECHNICAL AND SOCIAL SUITABILITY OF SOFTWARE DEVELOPMENT METHODOLOGY","<jats:p>Scrum is a software development methodology that is growing in popularity. It is an agile development technique that allows user requirements to change throughout the development of the project. Scrum is often described as appropriate for small development programs with high uncertainty of requirements. This article describes scrum methodology at a high level. The advantages and disadvantages of adopting scrum methodology are reviewed. Impediments to adopting scrum and remedies are also discussed. </jats:p>","Damjan Vavpotič; M. Krisper","2004","Advances in Information Quality and Management","10.4018/978-1-4666-5888-2.ch719","3","-","https://doi.org/10.4018/978-1-4666-5888-2.ch719","","-","7310-7318","Include"
"Software Development Methodology Evaluation Model","-","Damjan Vavpotič; M. Bajec; M. Krisper","2004","Constructing the Infrastructure for the Knowledge Economy","10.1007/978-1-4757-4852-9_9","2","false","https://doi.org/10.1007/978-1-4757-4852-9_9","Computer science; Software development; Software engineering; Function (biology); Systems engineering; Software; Software development process; Management science; Engineering; Programming language","en","141-153","Include"
"On Transferring a Method into a Usage Situation","-","B. Lings; B. Lundell","2004","Relevant Theory and Informed Practice","10.1007/1-4020-8095-6_29","17","true","https://doi.org/10.1007/1-4020-8095-6_29","Usability; Computer science; Context (archaeology); Action (physics); Knowledge management; Management science; Conceptual framework; Engineering ethics; Human–computer interaction; Engineering","en","535-553","Include"
"Improving Adoptability by Preserving, Leveraging, and Adding Cognitive Support To Existing Tools and Environments","-","Andrew Walenstein","2003","Advances in Intelligent Systems and Computing","10.1007/978-3-030-51064-0_6","8","-","https://doi.org/10.1007/978-3-030-51064-0_6","","en","41-47","Include"
"Internationalization and Performance in Network Markets: The Case of Electronic Business-to-Business Marketplaces in Europe","<jats:p>The internationalization of firms is a growing important phenomenon in the Economy. Thus, to face the new competitive challenges of globalized markets, industrial small and medium-sized enterprises (SMEs) need to implement new organizational approaches to take on new challenges in international markets. Based on a case study, this chapter reviews the literature on internationalization theories. Drawing on the network-based approach and on the resource-based view of the firm, we examine how collaborative new product development processes played a fundamental role in the internationalization process of a SME using a relationship-based perspective. The featured case concerns to a successful ex-small technical textile firm that leveraged its competitive strategy, climbed up the value chain, and extended its international activities following a technology-based path. </jats:p>","A. Arni","2003","Advances in Business Strategy and Competitive Advantage","10.4018/978-1-5225-3525-6.ch020","4","-","https://doi.org/10.4018/978-1-5225-3525-6.ch020","","-","460-487","Include"
"External Experiments - A Workable Paradigm for Collaboration Between Industry and Academia","Results of empirical investigations are key input for industrial software process improvement activities. The relevance of an investigation for a given environment, however, depends on the similarities or dissimilarities of the investigation environment compared to the industrial environment which is interested in using a new technology. The optimal (or most relevant) results may be gained when performing the experiment in the industrial environment itself. Unfortunately, this takes place only rarely as experiments in industrial environments are either expensive (when new and old technology are used in parallel) or risky (when only the new technology is used).To overcome this dilemma, we introduced the concept of external experiments, i.e. experiments which are conducted in an environment different from the industrial target environment and which tries to simulate the characteristics of the industrial environment as best as possible. This paper describes this concept in detail, presents a process for identification, conduction and exploitation of such experiments and shows some results from past investigations which used this concept.","Frank Houdek","2003","Lecture Notes on Empirical Software Engineering","10.1142/9789812795588_0004","8","false","https://doi.org/10.1142/9789812795588_0004","Dilemma; Relevance (law); Process (computing); Key (lock); Computer science; Identification (biology); Software; Engineering; Industrial engineering; Systems engineering","en","-","Include"
"TECHNOLOGY TRANSITION MODEL DYNAMICAL SYSTEM MODEL","-","Michael Saboe","2002","-","10.2139/ssrn.4900176","-","-","https://doi.org/10.2139/ssrn.4900176","","-","-","Include"
"Description of the SWEBOK Knowledge Area Software Engineering Process","-","El-Emam","2001","The Road Map to Software Engineering","10.1109/9780471746256.ch13","-","-","https://doi.org/10.1109/9780471746256.ch13","","en","-","Include"
"Description of The SWEBOK Knowledge Area Software Engineering Process (Version 0.5)","-","K. Emam","2001","The Road Map to Software Engineering","10.1109/9780471746256.ch13","-","-","https://doi.org/10.1109/9780471746256.ch13","","en","-","Include"
"A social-technical approach to selecting software supporting COTS-based systems","-","D. Kunda","2001","Lecture Notes in Computer Science","10.1007/978-3-540-45064-1_4","14","-","https://doi.org/10.1007/978-3-540-45064-1_4","","en","64-84","Include"
"SOFTWARE ENGINEERING PROCESS","Improving the process of software systems development and maintenance is the most reliable way to improve product quality. This document offers guidance on how to establish a software engineering process group (SEPG) and related software engineering process improvement functions. The process group works with line organizations to improve process quality by helping to assess current status, plan and implement improvements, and transfer technology to facilitate improvement in practice.","K. Emam","2001","IEEE Computer Society Real World Software Engineering Problems","10.21236/ada235784","18","-","https://doi.org/10.21236/ada235784","","en","247-273","Include"
"An empirical review of software process assessments","-","K. Emam; Dennis R. Goldenson","2000","Advances in Computing","10.1016/s0065-2458(00)80008-x","53","true","https://doi.org/10.1016/s0065-2458(00)80008-x","Process (computing); Computer science; Software; Work (physics); Process management; Risk analysis (engineering); Software engineering; Management science; Engineering; Business","en","319-423","Include"
"Measurement based continuous assessment of software engineering processes","-","J. Järvinen","2000","Proceedings Sixth International Software Metrics Symposium (Cat. No.PR00403)","10.1109/metric.1999.809722","18","-","https://doi.org/10.1109/metric.1999.809722","","-","22-30","Include"
"Effective Acquirer/Supplier Software Document Reviews","Not all reviews are alike. What some people call a review (or a technical review), others call a free-for-all, come as you are, anyway you like it, gab session. Another name for some of these types of meetings is an informal design brainstorming session. What some call a software inspection (or a peer review), others call a practice session for the latest speed-reading contest. What some call a formal review (or structured walk-through), others call a waste of time. Often valuable process and product information gets ignored or thrown away before it can be used to improve practices and show value for the effort expended. Finally, what some call an audit (or software quality assurance review), others call a half-baked effort. Many reviews are severely handicapped due to missing or unavailable review resources or inadequate time.","G. T. Daich","1999","Interlending &amp; Document Supply","10.1108/02641610410699894","-","-","https://doi.org/10.1108/02641610410699894","","en","242-243","Include"
"Making change: understanding software technology transfer","-","S. Pfleeger","1998","Theory of Technology","10.4324/9781315135571-5","1","-","https://doi.org/10.4324/9781315135571-5","","en","65-78","Include"
"Guide to the Software Engineering Body of Knowledge","Reporting on the SWEBOK project, the authors-who represent the project's editorial team-discuss the three-phase plan to characterize a body of knowledge, a vital step toward developing software engineering as a profession.","J. W. Moore","1998","IEEE Software","10.1109/52.805471","705","-","https://doi.org/10.1109/52.805471","","-","-","Include"
"Step 1: Identify Potential Improvement Areas Based on Industry Needs Technology Transfer","-","C. Wohlin; P. Garre; S. Larsson","1994","Technology Education in School and Industry","10.1007/978-3-642-57897-7_2","-","-","https://doi.org/10.1007/978-3-642-57897-7_2","","en","9-15","Include"
"4th international workshop on adoption-centric software engineering","The ACSE series of events aims to advance the adoption of software engineering tools and techniques by bringing together researchers and practitioners who investigate novel approaches to fostering the transition between limited-use research prototypes and broadly applicable practical solutions. One proven technique to aid adoption is to leverage existing commercial platforms and infrastructure. The key objective of ACSE 2004 is to explore innovative approaches to the adoption of proofof- concept systems by embedding them in extensions of Commercial Off-The-Shelf (COTS) products and/or using middleware technologies to integrate the prototypes into existing toolsets.","Bob Balzer; Marin Litoiu; Hausi Müller; Dennis Smith; Margaret‐Anne Storey; Scott Tilley; Kenny Wong","2004","International Conference on Software Engineering","10.5555/998675.999499","11","false","https://doi.org/10.5555/998675.999499","Leverage (statistics); Computer science; Key (lock); Middleware (distributed applications); Software engineering; Software; Embedding; Systems engineering; Engineering; Engineering management","en","-","Include"
"A Longitudinal Study of the Use of a Test-Driven Development Practice in Industry","Bio-inspired strategies for robotic sensing are essential for in situ manufactured sensors on the Moon. Sensors are one crucial component of robots that should be manufactured from lunar resources to industrialize the Moon at low cost. We are concerned with two classes of sensor: (a) position sensors and derivatives thereof are the most elementary of measurements; and (b) light sensing arrays provide for distance measurement within the visible waveband. Terrestrial approaches to sensor design cannot be accommodated within the severe limitations imposed by the material resources and expected manufacturing competences on the Moon. Displacement and strain sensors may be constructed as potentiometers with aluminium extracted from anorthite. Anorthite is also a source of silica from which quartz may be manufactured. Thus, piezoelectric sensors may be constructed. Silicone plastic (siloxane) is an elastomer that may be derived from lunar volatiles. This offers the prospect for tactile sensing arrays. All components of photomultiplier tubes may be constructed from lunar resources. However, the spatial resolution of photomultiplier tubes is limited so only modest array sizes can be constructed. This requires us to exploit biomimetic strategies: (i) optical flow provides the visual navigation competences of insects implemented through modest circuitry, and (ii) foveated vision trades the visual resolution deficiencies with higher resolution of pan-tilt motors enabled by micro-stepping. Thus, basic sensors may be manufactured from lunar resources. They are elementary components of robotic machines that are crucial for constructing a sustainable lunar infrastructure. Constraints imposed by the Moon may be compensated for using biomimetic strategies which are adaptable to non-Earth environments.","Julio Cesar Ponce Sánchez; Laurie Williams; E. Michael Maximilien","2007","Biomimetics","10.3390/biomimetics9080496","1","true","https://doi.org/10.3390/biomimetics9080496","Computer science; Robot; Photomultiplier; Acoustics; Mechanical engineering; Materials science; Remote sensing; Artificial intelligence; Geology; Engineering","en","-","Include"
"The unending quest for valid, useful software engineering theories","Using scientific disciplines as inspiration, some researchers have called for the creation of general theories for software engineering. I present a contrary view, drawing on recent work in the philosophy of engineering. Engineering theories are different to scientific theories, and are not judged by the same criteria. Software engineering researchers should strive to create valid theories about the uses of software-based systems, even if that leads to a multitude of theories that have narrow, overlapping scopes, are approximate, and have little explanatory power. The engineering imperative is that the predictions of software engineering theories should be consistent with actual behaviour of software-based systems, and that theories and should support assurances and explicit justification that systems will meet their requirements. Process theories are about the organisation of work and project management, and are relevant to cost and schedule requirements in software engineering. However, to directly provide evidence that software-based systems meet their main functional and non-functional requirements, software engineering researchers should focus on product theories, about the specifications, designs, code, and behaviours of software-based systems.","Mark Staples","2015","-","10.5555/2820167.2820179","3","false","https://doi.org/10.5555/2820167.2820179","Social software engineering; Software engineering; Computer science; Software Engineering Process Group; Software requirements; Software development; Software construction; Software system; Software; Management science","en","-","Include"
"Contributions to Software Engineering and to the Development and Deployment of International Software Engineering Standards for Very Small Entities","-","Claude Y. Laporte","2009","HAL (Le Centre pour la Communication Scientifique Directe)","10.4018/9781599049069.ch002","14","-","https://doi.org/10.4018/9781599049069.ch002","","-","-","Include"
"Software Engineering Process","This chapter contains sections titled: Process Infrastructure Process Measurement Process Definition Qualitative Process Analysis Process Implementation and Change","-","2006","IEEE Computer Society Real World Software Engineering Problems","10.1002/9780470047408.ch9","11","false","https://doi.org/10.1002/9780470047408.ch9","Process (computing); Computer science; Software engineering; Programming language","en","247-273","Include"
"Software Defect Prediction Techniques in Automotive Domain: Evaluation, Selection and Adoption","The regenerative failure of mammalian optic axons is partly mediated by Socs3-dependent inhibition of Jak/Stat signaling (Smith et al., 2009, 2011). Whether Jak/Stat signaling is part of the normal regenerative response observed in animals that exhibit an intrinsic capacity for optic nerve regeneration, such as zebrafish, remains unknown. Nor is it known whether the repression of regenerative inhibitors, such as Socs3, contributes to the robust regenerative response of zebrafish to optic nerve damage. Here we report that Jak/Stat signaling stimulates optic nerve regeneration in zebrafish. We found that IL-6 family cytokines, acting via Gp130-coupled receptors, stimulate Jak/Stat3 signaling in retinal ganglion cells after optic nerve injury. Among these cytokines, we found that CNTF, IL-11, and Clcf1/Crlf1a can stimulate optic axon regrowth. Surprisingly, optic nerve injury stimulated the expression of Socs3 and Sfpq (splicing factor, proline/glutamine rich) that attenuate optic nerve regeneration. These proteins were induced in a Jak/Stat-dependent manner, stimulated each other's expression and suppressed the expression of regeneration-associated genes. In vivo, the injury-dependent induction of Socs3 and Sfpq inhibits optic nerve regeneration but does not block it. We identified a robust induction of multiple cytokine genes in zebrafish retinal ganglion cells that may contribute to their ability to overcome these inhibitory factors. These studies not only identified mechanisms underlying optic nerve regeneration in fish but also suggest new molecular targets for enhancing optic nerve regeneration in mammals.","Rakesh Rana","2015","-","10.13140/rg.2.1.1452.8160","8","true","https://doi.org/10.13140/rg.2.1.1452.8160","Reliability engineering; Verification and validation; Automotive industry; Software quality; Computer science; Software; Context (archaeology); Reliability (semiconductor); Regression testing; Domain (mathematical analysis)","en","-","Include"
"The Role of Quality Assurance in Software Development Projects:Project Failures and Business Performance","In the product business still battles with the hard assignment of creating programming applications that meet quality gauges, and spending limitations. The requirement for programming to be without mistake remained a test to the IT business. Hence, the basic role of this study is to answer why officials hesitant to apportion assets to quality confirmation (QA) process amid the procedure of the framework advancement life cycle (SDLC)? This exploration utilized a quantitative study outline to research to what degree the inclusion of QA amid the SDLC procedure diminished programming venture disappointments. The information will be investigate utilizing inductive techniques and was expected to be summed up to the whole IT programming improvement populace. The exploration showed a feeling that incorporation of QA in all periods of SDLC was a great marvel. To gather the essential information, a proficient study will be led through survey structure will be utilized to take the criticisms and perspectives from various programming houses and industry specialists. The last stage will be the elucidating factual investigation by utilizing measurable techniques. Matlab programming will be utilized to gauge the fluctuation and execution by contrasting the execution parameters. As a consequence of this examination, the odds of the venture disappointment amid undertaking advancement will be declines and the business execution of the tasks will be expansions.","Ahmed Mateen; Muhammad Jahanzaib; Nayyar Iqbal","2017","arXiv (Cornell University)","10.48550/arxiv.1702.00122","5","true","https://doi.org/10.48550/arxiv.1702.00122","Systems development life cycle; Computer science; Mistake; Quality (philosophy); Engineering management; Process (computing); Process management; Software engineering; Software development process; Software development","en","-","Include"
"What characterize an Enterprise Systems Implementation Methodology","Enterprise Systems Implementation Methodology (ESIM) is considered to be a critical factor for successful Enterprise Systems (ES) implementations. In spite of ESIM’s potential and significance for practice, little attention has been paid to this object of study in ES literature. Current studies reveal contradictory findings regarding its potential value and provide a fragmented understanding of it. This paper, therefore, addresses the following research question: What characterizes an ESIM? and suggests that ESIM can be interpreted in terms of its characterizing aspects, i.e. formalized, relational and emergent. This interpretation provides guidance in assessing ESIM in practice and lays the groundwork for useful follow-on research. Since ESIM might be regarded as one of the latest interventions undertaken in an attempt to improve the quality of an ES product and the productivity and quality of an implementation process, this study retains valuable insights of prior works in Information Systems Development research.","Daniela Mihailescu; Marius Iulian Mihăilescu","2010","Lund University Publications (Lund University)","10.1007/s10257-016-0336-5","1","-","https://doi.org/10.1007/s10257-016-0336-5","","en","927-962","Include"
"Uma contribuição para a melhoria colaborativa e distribuída de processos de software","de que a qualidade do processo pode influenciar significativamente na qualidade do produto final. Modelos e guias com boas prticas para a MPS tm sido sintetizados. Ainda","Viviane Dias Malheiros de Pinho","2010","-","10.11606/t.55.2010.tde-18082010-143052","-","true","https://doi.org/10.11606/t.55.2010.tde-18082010-143052","Quality (philosophy); Software; Computer science; Physics; Operating system; Quantum mechanics","pt","-","Include"
"The Role of User Guidance in the Industrial Adoption of MDE Approach","Model-Driven Engineering (MDE) has emerged as an actively researched and established approach for next generation control application development. Technology transfer to the industry is a topical research problem. Since most professional factory process control engineers do not have computer science backgrounds, there is an urgent need for studies of the role of user guidance in the professional learning, and thus, of industrial adoption of MDE approaches. In this study professionals were invited to a hands-on assessment of the AUKOTON MDE approach for factory process control engineering. Qualitative empirical material was collected and analyzed to identify the role of user guidance in the context of other factors impacting industrial adoption. Challenges in adoption that could be solved by user guidance were identified with the theory of organizational knowledge creation (SECI) model.","Jari Rauhamäki; Outi Laitinen; Seppo Sierla; Seppo Kuikka","2024","Technische Universität Berlin – Universitätsbibliothek","10.14279/tuj.eceasst.34.589","-","true","https://doi.org/10.14279/tuj.eceasst.34.589","Factory (object-oriented programming); Computer science; Process (computing); Context (archaeology); Control (management); Knowledge management; Process management; Engineering management; Engineering; Artificial intelligence","en","-","Include"
"Practical experiences and value of applying software analytics to manage quality","Background: Despite the growth in the use of software analytics platforms in industry, little empirical evidence is available about the challenges that practitioners face and the value that these platforms provide. Aim: The goal of this research is to explore the benefits of using a software analytics platform for practitioners managing quality. Method: In a technology transfer project, a software analytics platform was incrementally developed between academic and industrial partners to address their software quality problems. This paper focuses on exploring the value provided by this software analytics platform in two pilot projects. Results: Practitioners emphasized major benefits including the improvement of product quality and process performance and an increased awareness of product readiness. They especially perceived the semi-automated functionality of generating quality requirements by the software analytics platform as the benefit with the highest impact and most novel value for them. Conclusions: Practitioners can benefit from modern software analytics platforms, especially if they have time to adopt such a platform carefully and integrate it into their quality assurance activities.","Anna Maria Vollmer; Silverio Martínez‐Fernández; Alessandra Bagnato; Jari Partanen; Lidia López; Pilar Rodríguez","2019","arXiv (Cornell University)","10.48550/arxiv.1910.11007","-","true","https://doi.org/10.48550/arxiv.1910.11007","Analytics; Software analytics; Computer science; Quality (philosophy); Software; Product (mathematics); Software quality; Data science; Process management; Software engineering","en","-","Include"
"Software Technology Maturation and Software Security","Software technology maturation, also referred to as technology transfer, is as difficult as it is rare, mostly because of the time scale involved. Software maturation is defined as the process of taking a piece of technology from conception to popularization. Frequently, software engineers and developers tend to oversimplify the problems of technology transfer. They attribute problems to management pressures that complicate the use of software-engineering practices. However, a good understanding of the processes and problems is necessary to effectively tackle the technology-transfer problem. Without that understanding, the transfer of inappropriate technology to an organization without the maturity to understand and absorb it is likely to do harm, rather than to bring benefits. This research aims to answer two research questions regarding the technology maturation. Namely, is Redwine and Riddle's ""Software Technology Maturation"" study the accepted and gold standard within the software engineering discipline for assessing the maturation of software technology? Secondly, can the software technology maturation study be applied to other areas of software technology? The purpose of this research is to answer these questions of interest which will serve as the basis for the second implementation; applying the Redwine and Riddle criteria to the comparatively young discipline of software security. The primary goal for the second implementation is to explore and extend the second research question and demonstrate the maturity phases for the field of software security.","Trina Kay Locklear","2019","The Scholarship East Carolina University's Institutional Repository (East Carolina University)","10.28925/2663-4023.2024.23.7184","-","-","https://doi.org/10.28925/2663-4023.2024.23.7184","","-","71-84","Include"
"Success Factors for Technology Transfer in Government Laboratories","The success rate of technology transfer from government laboratories is quite low. This paper combines findings from academic research and government policy reports to provide valuable managerial insights. We conclude that technology transfer factors identified so far actually relate to four management processes: project management, strategy management, innovation management, and relationship management. Case interviews are further conducted to validate the findings.","Di Jin; Xiaobing Mo; Annapoornima M. Subramanian; Kah‐Hin Chai; C.C. Hang","2016","2016 International Conference on Engineering, Technology and Innovation/IEEE lnternational Technology Management Conference (ICE/ITMC)","10.1109/ice/itmc39735.2016.9025866","-","false","https://doi.org/10.1109/ice/itmc39735.2016.9025866","Government (linguistics); Technology transfer; Technology management; Knowledge management; R&D management; Business; Process management; Computer science; Engineering management; Engineering","en","1-7","Include"
"A Usability Model for Software Development Processes and Practices","La usabilidad caracteriza buenas interacciones entre las personas y sus procesos y prácticas. Promueve la satisfacción y crea entornos seguros para la innovación. Los principios de usabilidad como el feedback y la tolerancia a errores están presentes en muchos conceptos de ingeniería de software, como los procesos iterativos y las revisiones de pares. El propósito de la investigación realizada para esta Tesis es traer el concepto de usabilidad de prácticas y procesos a la ingeniería de software. Para lograr este objetivo, y dada la falta de modelos de calidad de procesos enfocados en la usabilidad, un Modelo de Usabilidad de Prácticas y Procesos (UMP) ha sido creado, refinado y evaluado, siguiendo el marco Desing Science Research. UMP ha sido efectivamente aplicado a Scrum, Test Driven Development (TDD), Integración Continua, Behaviour Driven Development (BDD) y el método Visual Milestone Planning (VMP). UMP fue diseñado para ayudar a practicantes, coaches, consultores, docentes e investigadores. Para evaluar UMP se realizaron varios estudios empíricos: una evaluación de expertos inicial para determinar su factibilidad; un focus group para obtener feedback sobre las características y métricas de UMP; dos estudios de confiabilidad, un estudio de acuerdo entre evaluadores sobre Scrum y un estudio de confiabilidad entre evaluadores sobre TDD-BDD; y dos estudios para evaluar la utilidad de UMP, un estudio de caso sobre la aplicación de UMP al método VMP, y un cuasi-experimento de campo en el cual un equipo de desarrollo en la industria aplicó UMP para mejorar su práctica de BDD. Los resultados de los estudios de utilidad muestran que los usuarios consideran a UMP útil, y 37 evaluaciones independientes por expertos fueron realizadas sobre procesos y prácticas del mundo real. Las contribuciones de esta tesis incluyen: UMP con sus características y métricas, el proceso de evaluación de UMP, el conocimiento creado sobre la confiabilidad y utilidad de UMP a través de los estudios empíricos, y los perfiles que caracterizan la usabilidad de prácticas y procesos de amplio uso actual en la industria como Scrum, Integración Continua, TDD y BDD, obtenidos a través de la aplicación de UMP.","Diego Fontdevila","2021","-","10.35537/10915/121169","-","true","https://doi.org/10.35537/10915/121169","Humanities; Psychology; Computer science; Philosophy","es","-","Include"
"Towards an achievement of successful technology transfers","-","Abiodun Afolayan Ogunyemi","2013","IST International Surface Technology","10.1007/s35724-015-0543-5","-","-","https://doi.org/10.1007/s35724-015-0543-5","","en","48-49","Include"
"References","-","-","2012","Case Study Research in Software Engineering","10.1002/9781118181034.refs","-","false","https://doi.org/10.1002/9781118181034.refs","Library science; Technical university; Citation; Engineering; History; Computer science","en","221-233","Include"
"Experimentation to Evaluate the Benefits of Model Driven Development","Model Driven Development (MDD) is a software engineering approach in which the code of a software product is generated and evolutionated from conceptual models that abstractly represents the system. For nearly two decades, the scientific community has described many of the advantages of MDD over other approaches. Despite the benefits of MDD, its use in real practical developments is merely anecdotal.","María África Domingo Montes","2022","-","10.4995/thesis/10251/185748","-","true","https://doi.org/10.4995/thesis/10251/185748","Software engineering; Computer science; Software development; Code (set theory); Conceptual model; Software; Management science; Systems engineering; Data science; Engineering","en","-","Include"
"Perspectives for Collaborative Disaster Risk Reduction: Experience Report from the Brazilian Disaster Knowledge Platform","-","Leandro Torres Di Gregório; Alessandra Conde de Freitas; Marcos Barreto de Mendonça; Manoel Fernando de Souza Domingues Júnior","2022","Disaster Risk Reduction for Resilience","10.1007/978-3-031-08325-9_9","-","false","https://doi.org/10.1007/978-3-031-08325-9_9","Disaster risk reduction; Process (computing); Work (physics); Articulation (sociology); Scale (ratio); Disaster response; Knowledge management; Business; Political science; Emergency management","en","147-176","Include"
