DOI,Title,Authors,Journal,Year,Abstract,ResearchRabbitId,Cited By,References,PubMedId
(missing DOI),Personal Information Management,Andrea Connell,(missing journal),2011,"These documents were created in Spring 2011 as a Special Topic assignment for ICS 616 Information Architecture, led by Professor Luz Quiroga.",88497479,160,1792,(missing PubMedId)
(missing DOI),Mapping social networks in software process improvement: An action research study,"Peter Nielsen, Gitte Tjørnehøj",Kluwer Academic Publishers eBooks,2005,"Software process improvement in small, agile organizations is often problematic. Model-based approaches seem to overlook problems. We have been seeking an alternative approach to overcome this through action research. Here we report on a piece of action research from which we developed an approach to map social networks and suggest how it can be used in software process improvement. We applied the mapping approach in a small software company to support the realization of new ways of improving software processes. The mapping approach was found useful in improving social networks, and thus furthers software process improvement.",88362883,6,44,(missing PubMedId)
(missing DOI),A step-by-step performance assessment and improvement method for ERP implementation: Action case studies in Chinese companies,"Hongyi Sun, Wenbin Ni, Rocky Lam",Computers in Industry,2015,(missing abstract),88347834,124,49,(missing PubMedId)
(missing DOI),Cooperation Between Knowledge-based Institutions and Business : Empirical Studies and Network Theories,Agnieszka Domańska,(missing journal),2017,"The issue of broadly-understood ties and collaboration between business and science is one of the key issues constituting the foundations for the modern knowledge-based economy, which relies on innovations and competitiveness in technically and scientifically advanced branches. The article outlines the theoretical perspective for studies on the effects of this cooperation. Taking into consideration the richness of the aspects and sub-issues of the problem which should be analysed, the paper implicitly prepares the “groundwork” for more detailed empirical studies based on the overview of different approaches and methods used in the literature, concluding not only from the literature but mainly from the special characteristics of the “start-up world” that the most suitable theoretical approach for properly constructed empirical studies is the network theory in general and the social capital perspective in particular. The subject of “hard” forms of cooperation between science institutions and business (start-ups in particular) requires more insight into the network approach to entrepreneurship. Secondly, the article presents an overview of the literature, concentrating on studies which analyse cooperation between knowledge-based entities (universities) and business in practice, as well as a detailed example of one such case study. The case study which was discovered in the literature, namely cooperation between Ericsson and ITU, is related to network concepts discussed in the theoretical part.",88145926,13,48,(missing PubMedId)
(missing DOI),Evaluating as designing. Towards a Balanced IT investements Approach,J. Frisk,(missing journal),2011,Title: Evaluation as Designing – Towards a balanced IT Investments Approach Language: English,87352646,1,104,(missing PubMedId)
(missing DOI),The Danish Agenda for Rethinking Project Management,"Per Svejvig, Sara Grex",(missing journal),2016,"Purpose 
 
 
 
 
The purpose of this paper is to analyze the similarities and differences between the Danish rethinking project management (RPM) initiative named Project Half Double (PHD) and the RPM research stream. The paper furthermore discusses how PHD and RPM can inspire each other in research and practice. 
 
 
 
 
Design/methodology/approach 
 
 
 
 
This is an empirical paper based on collaborative research between industry and researchers. PHD has developed principles and practices driven by industry consisting of ten leading stars and the impact, leadership and flow (ILF) method. The ten leading stars and ILF method are compared to RPM research. The comparative analysis is then used in a broader discussion about how the research-driven RPM initiative can enrich the industry-driven PHD initiative and vice versa depicted in a theoretical understanding of translations between global ideas and local implementations. 
 
 
 
 
Findings 
 
 
 
 
RPM and PHD share a focus on value creation, social processes, learning and complexity while PHD also focusses on lean thinking, agile thinking, front-end loading and leadership, which are largely topics beyond the RPM research stream. 
 
 
 
 
Originality/value 
 
 
 
 
The paper presents how stakeholders from Danish industry interpret the actuality in projects and how they want to move forward with a radically different project paradigm. This is expressed in the ten leading stars and ILF method, which is compared and contrasted to the existing RPM literature providing a foundation for further development of both RPM and PHD.",87165850,13,102,(missing PubMedId)
(missing DOI),ADAPTING OFFICIAL ARCHIVES MANAGEMENT TO THE CONTEXT OF E-GOVERNMENT,Ann-Sofie Klareld,(missing journal),2014,"Purpose – The purpose of this paper is to study how the concept middle archive is related to the Swedish archival theory and practice, by exploring its background and its practical and theoretical implications. The overarching aim is to increase the understanding of the interrelations between the archival theory and practice, with a special focus on changes occurring in the digital environment in Sweden. Design/methodology/approach – The paper is based on a qualitative study of texts produced between 2010 and 2013, which were read and analyzed iteratively. The research design and analysis is inspired by Dryden (2014) who recommends taking the context into account. The three types of digital repository developed by Millar (2010) are used as a comparison to further extend the understanding of the concept of the middle archive. Findings – The findings indicate that the middle archive was introduced as a solution to practical problems of managing digital records, and that there is a need to further discuss how the term relates to existing theoretical, legal and administrative contexts. Research limitations/implications – The study is limited to contemporary Sweden. The researcher did not follow the discussions and drafts which contributed to the development of the final definitions of the middle archive. Originality/value – The study contributes to the research and development of archival concepts, with a special focus on recent developments in Sweden. The paper highlights some of the challenges relating to archives and records in the context of e- government development.",87017531,3,73,(missing PubMedId)
(missing DOI),Practical inquiry as action research and beyond,Göran Goldkuhl,European Conference on Information Systems,2007,"Action research is now a well established research approach within information systems. Action research is defined as having dual purposes; contributing to changes in a local practice and to the scientific body of knowledge. It is often seen as way to ensure practical relevance in the research. However, in the definitions of action research nothing is explicitly said about the need to develop general knowledge of practical relevance and usefulness. As an alternative and a complement to action research, another research approach is elaborated: practical inquiry. This approach relies on pragmatic philosophy. Practical inquiry shares many similarities with action research, but there are some important differences. The purpose of a practical inquiry is, through empirical study on practical matters in local practices, to contribute to general practical knowledge. This practical knowledge will be part of the scientific body of knowledge and it aims to be useful for practical affairs. In many situations, practical inquiry will also include intervention, of varying degrees, into the studied local practices. The general practical knowledge is often formulated as practical theories. Purposes and constituents of practical theories are described. An illustration of a combined practical inquiry and action research study is described in the paper.",84989754,45,46,(missing PubMedId)
(missing DOI),Developing a mediation framework for context-aware applications : an exploratory action research approach,C. Olsson,(missing journal),2010,"This thesis takes an exploratory approach to the study of context-aware applications. Such applications use physical conditions from sensors together with human factors such as social setting as cues for adapting in behavior during use. Given this adapting behavior, context-aware applications take a significantly more active role than traditional applications. Through the active role, context-aware applications have the ability to mediate the creation of additional meaning. It is this mediation ability which provides the three research objectives of this thesis: [1] to develop a mediation framework that captures the tension between design time intentions and use time perceptions, [2] to use this mediation framework when identifying mediation roles that context-aware applications may take, and [3] to use these mediation roles for illustrating design implications on context-aware applications in complex environments. These research objectives are inductively developed based on an action research study involving three industrial organizations and one research institute. Together, these collaborating partners design, assess, and analyse the outcome of a context-aware application. This application is intended for use by passengers in cars and strives to motivate increased interaction in a way that is contextually informed, but that promotes cautious driving. Using this application together with nine others, the mediation framework is applied, finding eight characterizing mediation roles that context-aware applications may hold. The eight mediation roles are then used to define design implications. Finally, as part of the post-mortem reflection on the action research study, an exploratory action research approach is suggested.",83591264,6,310,(missing PubMedId)
(missing DOI),Co-Creation in a Boundary Practice: Lessons Learned from an Engaged Scholarship Approach,"Lars-Olof Johansson, Ulrika Lundh Snis",Americas Conference on Information Systems,2012,"In this article, Engaged Scholarship is disentangled from a co-creation and boundary practice perspective. The focus is on the attached inside researcher in collaborative basic research and action  ...",83555711,2,69,(missing PubMedId)
(missing DOI),Agility Through Implementation: A Case from a Global Supply Chain,"Magnus Holmqvist, Kalevi Pessi",Kluwer Academic Publishers eBooks,2005,This case is based on sharing empirical experiences and results from several years of collaborative research. The focus is on implementation projects with solutions for spare parts distribution in the automotive industry.,83420350,1,17,(missing PubMedId)
(missing DOI),Systematic Review of Action Research in Management Information Systems Field,"Weian Wang, Li-jun Luo",International Journal of Academic Research in Business and Social Sciences,2020,"This paper provides a bird's eye view of action research methodology and its usage in the management information system field. In the review of literature, we pool paper from 8 prominent journals in the information systems domain. We started our literature review through a keyword search on various academic database, such as Science Direct, ProQuest, ACM Digital Library and Business Source Premier, the date range 2001-2019. We finalized a total of 42 empirical articles to review after we remove a number of theoretical papers. Through a designed meta-analysis, we found that there is no common framework to conduct research due to the variety of the research phenomena. Also, the change and reflection is the most dominant AR type in MIS papers. Further, we also found that majority of studies not follow the AR guidelines and, more importantly, fail to apply any validation to improve the rigor of the research.",83282395,1,40,(missing PubMedId)
(missing DOI),Design Science in the Field: Practice Design Research,"Göran Goldkuhl, Jonas Sjöström",Lecture Notes in Computer Science,2018,"There exist different types or genres of design science research (DSR) in information systems, like laboratory-oriented and practice-oriented DSR. This paper investigates arguments for a practice-oriented approach to DSR. It uses the research approach of practice research as a starting point to elaborate on a practice-oriented DSR approach we label Practice Design Research (PDR). In doing so, we address two unresolved issues in IS DSR: Theorizing and evaluation. PDR consists of two inter-related sub-activities: theorizing and situational design inquiry. The conduct of situational design inquiry is described as iterative cycles of (1) pre-evaluate, (2) plan & design, (3) test & intervene and (4) post-evaluate. We justify the foundations of these iterative sub-activities/cycles through a theoretically informed argument based on pragmatist philosophy and practice theory.",83056595,18,71,(missing PubMedId)
(missing DOI),Sustainable Alignment in Enterprise Architecture: A Case Study of Architectural Principles,"Kalevi Pessi, Mats-Åke Hugoson, Thanos Magoulas, Aida Hadzic",Lecture notes in business information processing,2014,"Enterprise Architecture (EA) has emerged as the preeminent means to change and transform large organizations. By employing architectural principles, organizations strive to master the complexity inherent in business processes and information system and their alignment. Despite the fact that Business-IT alignment has been a top concern for practitioners and researchers for years, the emergent nature of alignment in EA has rarely been taken into consideration. Even if different approaches focus on business IT alignment, most of them have a tendency to focus on alignment as a state or a process by focusing on strategy or organizational issues. Moreover, very few existing EA Frameworks give clear guidance on how to design and manage these alignment issues. In this paper we argue that the choice of architectural principles has an impact on the ability to achieve and maintain sustainable EA alignment in a dynamic business context. A case study is used as a basis for the analysis.",82211525,6,41,(missing PubMedId)
(missing DOI),From Technology Supplier to Service Provider,"Ingegerd Andersson, Lars Mathiassen, Kerstin Nilsson",(missing journal),2001,"Large software organizations establish method departments to manage methods and tools aimed at supporting their software development activities. This division between software development and new technologies for software development helps develop specialized competencies, it supports standardization across software projects and departments, and it provides dedicated resources for innovation. In practice, however, such method departments are seldom perceived as sufficiently successful in diffusing new methods and tools. Reasons for this unsatisfactory performance may be found in the self­ perception, learning mechanisms, and diffusion practices of these method departments. This paper reports from practical attempts to change the attitudes and practices of a method department in a large software organization. Insights from these activities are provided together with theoretical reflections on the underlying learning and change mechanisms. It is suggested that method departments should change their role from technology supplier to service provider. The argument is concluded with practical advice on how to facilitate such a transformation.",82207311,0,12,(missing PubMedId)
(missing DOI),"Enablers, challenges and relationships between research impact and theory generation","G. D. Holt, J. Goulding, A. Akintoye",(missing journal),2016,"Purpose – Perceptions drawn from the construction management research (CMR) community regarding research impact (RI) and its relationship to theory generation (TG) are examined. Investigative emphasis is on RI and TG enablers and challenges (within an academic context). The paper aims to discuss these issues. Design/methodology/approach – Qualitative narrative data accrued from open-ended questions within a structured questionnaire survey are analysed using frequency, quantitative content analysis, and graphical methods. A model of the RI/TG interface is presented and discussed. Findings – Principal RI enablers are “facilitation” (industry engagement, time); while principal constraints include “internal factors” (the academic, the university) and “external factors” (collaboration, funding). Respective TG enablers are “resources” (competence, time, funding) and corresponding challenges include “external factors” (market forces, compliance). RI is considered a minor challenge to TG. Research limitations/imp...",82034725,7,50,(missing PubMedId)
(missing DOI),Understanding the Perpetration of Employee Computer Crime in the Organisational Context,Robert Willison,Research Papers in Economics,2006,"While hackers and viruses fuel the IS security concerns for organisations, the problems posed by employee computer crime should not be underestimated. Indeed, a growing number of IS security researchers have turned their attention to the ‘insider’ threat. However, to date, there has been a lack of insight into the relationship between the actual behaviour of offenders during the perpetration of computer crime, and the organisational context in which the behaviour takes place. To address this deficiency, this paper advances two criminological theories, which it is argued can be used to examine the stages an offender must go through in order for a crime to be committed. In addition, this paper illustrates how the two theories, entitled the Rational Choice Perspective and Situational Crime Prevention, can be applied to the IS domain, thereby offering a theoretical basis on which to analyse the offender/context relationship during the perpetration of computer crime. By so doing, practitioners may use these insights to inform and enhance the selection of safeguards in a bid to improve prevention programmes.",81633185,130,90,(missing PubMedId)
(missing DOI),Complex Business Negotiation: Understanding Preparation and Planning,Morten Lindholst,(missing journal),2014,(missing abstract),81608148,2,341,(missing PubMedId)
(missing DOI),Appreciative inquiry in software process improvement,"Lena Holmberg, Agneta Nilsson, Helena Holmström Olsson, Anna Sandberg",Software Process: Improvement and Practice,2009,"Traditionally, software process improvement (SPI) has been approached from a problem-oriented perspective commonly using models such as the IDEAL and the DMAIC. In contrast, appreciative inquiry is a strength-based approach focusing on bringing forward the best in people and organizations to achieve successful change. While there is a significant research on SPI initiatives and the use of problem-oriented approaches there is limited knowledge about the way in which SPI initiatives unfolds when adopting a strength-based approach. Therefore, it is interesting to explore how software organizations familiar with problem-solving approaches experience the use of a strength-based approach. We present an action research study conducted at the Swedish telecom company Ericsson using appreciative inquiry to facilitate an SPI initiative implementing a new process and tool for the requirements and test case management. While the SPI initiative was considered successful, important lessons were learned regarding the use of appreciative inquiry. We conclude that the use of appreciative inquiry does not eliminate the dependence on other well-known key factors for SPI success. Also, our study indicates that the problem-solving mind-set, i.e. the satisfaction of identifying and solving problems, found among many software engineers familiar with problem-oriented approaches may impede the use of appreciative inquiry. Copyright © 2008 John Wiley & Sons, Ltd.  All authors have made an equal contribution to the paper.",81502428,17,95,(missing PubMedId)
(missing DOI),Value Network Transformation : Digital Service Innovation in the Vehicle Industry,Asif Akram,(missing journal),2010,Advancement in digital technology is rapidly changing the contemporary landscape of business and associated networks for manufacturing firms. Many traditional physical products are now being embedd ...,81477480,4,99,(missing PubMedId)
(missing DOI),APPRECIATIVE INQUIRY INTO IT PROJECT MANAGEMENT : UNDERSTANDING WIN -WIN CONTRACTS Investigation appréciative du management des projets TI : comprendre les contrats gagnant-gagnant,"Nannette P. Napier, Lars Mathiassen",(missing journal),2007,"Traditional systems development research largely adopts a negative view and focuses on failures. In contrast, this study adopts a positive approach to improve current practices. We report from an action research project at a small software firm, TelSoft, in which we applied appreciative inquiry to develop information technology (IT) project management skills. The inquiry process offers two contributions. First, we demonstrate how appreciative principles and the four steps of initiating, inquiring, imagining, and innovating were used to learn about existing strengths and share visions of possible futures. Acknowledging that humans under these circumstances respond constructively to change, this led to a new development program for IT project managers. Second, we adapt 'win-win contracts' to develop generative metaphors for the core knowledge areas: scope, time, cost, and quality management. The resulting metaphors are grounded in the particular context at TelSoft and informed by Theory W. The paper presents the appreciative inquiry process in detail and discusses the results in relation to the IT project management literature.",81285890,0,52,(missing PubMedId)
(missing DOI),Accumulating Design Knowledge with Reference Models: Insights from 12 Years' Research into Data Management,"Christine Legner, Tobias Pentek, B. Otto",Journal of the AIS,2020,"Over the past several decades, digital technologies have evolved from supporting business processes and decision-making to becoming an integral part of business strategies. Although the IS discipline has extensive experience with digitalization and designing sociotechnical artifacts, the underlying design knowledge is seldom systematically accumulated across different settings and projects, and thus cannot be transferred and reused in new contexts. Motivated by this gap in the research, we turn to the data management field, where reference models have become important sources of descriptive and prescriptive domain knowledge. To study knowledge accumulation in reference models, we analyze the revelatory and extreme case of a longitudinal DSR process involving more than 30 European companies and 15 researchers from three universities over 12 years. The insights into reference model development allow us to theorize about knowledge accumulation mechanisms from both a process perspective and an artifact perspective: First, we observe that knowledge accumulation occurs in stages in response to technology’s evolving roles in business (problem space) and as a result of maturing design knowledge (solution space). Second, we find that reference models act as design boundary objects; they explicate and integrate knowledge from different disciplines and allow for the development of design knowledge over time—from descriptive (conceptual) models to prescriptive (capability or maturity) ones. To cope with fundamental changes in the problem space, these models require continuous updating as well as transfer/exaptation to new problem spaces. Our findings inform the IS community about the fundamental logic of knowledge accumulation in longitudinal DSR processes.",81114611,63,125,(missing PubMedId)
(missing DOI),Knowledge Mapping: A Technique for Identifying Knowledge Flows in Software Organisations,"Bo Hansen Hansen, Karlheinz Kautz",Lecture Notes in Computer Science,2004,"Knowledge is a key parameter for software companies’ survival, as the ability to continuously become better at producing services relies on the organisation’s abilities to develop and utilise the intellectual competencies, which its employees possess. These abilities depend highly on the organisation’s capability to share knowledge and thus on the way knowledge flows in the organisation. In this paper we present a knowledge management perspective on software process improvement, and describe a technique for mapping the organisational knowledge flows in a software company. The results show that the technique successfully helps the organisation to select relevant focus areas for planning future improvement initiatives. The study further explains four distinct critical situations, which can be identified in a knowledge map; Hubs, Black Holes, Springs, and Missing Links. Each covers potential problems in the organisational flows and therefore can provide guidance for organisational process improvements.",79420529,63,24,(missing PubMedId)
(missing DOI),Research Perspectives: Improving Action Research by Integrating Methods,"R. Davison, Maris G. Martinsons, Julien Malaurent",J. Assoc. Inf. Syst.,2020,"Action research (AR) has developed extensively since the 1970s. We reviewed the AR literature within the information systems (IS) discipline and found 16 different methods, which constitutes a problematic situation for researchers. We describe and critique those methods before integrating their strengths to improve the AR method that is most frequently practiced in IS: canonical action research (CAR). The existing set of principles and criteria for CAR is modified and elaborated to enhance the foundation for undertaking AR consistently. We discuss the general implications of this improved form of the method, which we name integrated action research (IAR). We specifically suggest how IAR can be used to investigate the application of disruptive technologies, including those that embody artificial intelligence and enable more flexible and socially distanced work.",78943506,29,2,(missing PubMedId)
(missing DOI),Complementary Technology Traces in Software Practice: A Retrospective Reflection over Sixteen Years of Evolution at Ericsson,"Lars Mathiassen, Anna B. Sandberg",European Journal of Information Systems,2021,"To advance knowledge about evolution of practices within a software organisation, we offer a retrospective reflection based on several years of research into a software unit at Ericsson AB. Coverin...",78732319,0,110,(missing PubMedId)
(missing DOI),Insider as Action Researcher,John T. Nosek,(missing journal),2006,"Usually, the action researcher is someone who is external to the organization, provides expertise in an organizational intervention, and systematically evaluates the intervention to gain knowledge from the action. The responsibility for the research role by researcher and practitioner within action research can vary along a continuum from where the researcher takes full responsibility for research-oriented tasks to where the researcher coaches the practitioner in fulfilling research-oriented tasks. This chapter explores the end of the continuum where the inside practitioner is provided with the theory and research structure to fulfill more of the research-oriented tasks. The ill-structured problem domain of business planning is used to illustrate. Executives, who are students within an Executive MBA Program and are also participants in organizational interventions, fulfill the role of insider-as-researcher. Results indicate that insider action researchers can provide sensitive data to which outsider action researchers may not have access and are capable of systematically evaluating organizational interventions.",77520150,3,25,(missing PubMedId)
(missing DOI),Assessing the effects of introducing a new software development process: a methodological description,"Agneta Nilsson, Laura M. Castro, Samuel Rivas, Thomas Arts",International Journal on Software Tools for Technology Transfer,2015,"In this article, we report from a 22-months long action research study in which we evaluate the usefulness of a set of software development tools in an industrial setting, a small software company. We focus on how developers in the industry use and adopt these tools, what expectations they have on them, how the tools can be improved, and how the adoption process itself can be improved. We describe these change processes from a methodological perspective, how we monitored the processes, how we reviewed the outcomes, and the strategies that we applied. We show how the processes evolved, intermediate results, and the steps that were taken along the way based on the outcomes. We believe that the described study may inspire other tool-developers and/or researchers to organize similar studies to further our understanding of the complex processes involved in the adoption of software development tools in industry.",76639631,22,73,(missing PubMedId)
(missing DOI),Cooperative method development,"Yvonne Dittrich, Kari Rönkkö, Jeanette Eriksson, Christina Hansson, Olle Lindeberg",Empirical Software Engineering,2008,"The development of methods tools and process improvements is best to be based on the understanding of the development practice to be supported. Qualitative research has been proposed as a method for understanding the social and cooperative aspects of software development. However, qualitative research is not easily combined with the improvement orientation of an engineering discipline. During the last 6 years, we have applied an approach we call `cooperative method development', which combines qualitative social science fieldwork, with problem-oriented method, technique and process improvement. The action research based approach focusing on shop floor software development practices allows an understanding of how contextual contingencies influence the deployment and applicability of methods, processes and techniques. This article summarizes the experiences and discusses the further development of this approach based on several research projects in cooperation with industrial partners.",76559872,111,75,(missing PubMedId)
(missing DOI),Making design research relevant for design practice: What is in the way?,"Marieke Zielhuis, Froukje Sleeswijk Visser, Daan Andriessen, Pieter Jan Stappers",Design Studies,2021,(missing abstract),76546367,22,40,(missing PubMedId)
(missing DOI),"Action in action research: Elaborating the concepts of action, roles and dilemmas in a public e-service development project","U. Melin, K. Axelsson",J. Syst. Inf. Technol.,2016,"Purpose 
 
 
 
 
The purpose of this paper is to elaborate on the concept of action by addressing actions and roles in the practice of action research, illustrated by dilemmas in an action research project on information systems development in public sector. The main ambition with action research is being able to solve organisational problems through intervention and to contribute to scientific knowledge. The main emphasis has so far been on the “research part”. Here the authors focus on the “action part” of action research to generate rigorous research, to solve local problems and to deal with evident dilemmas in action research. 
 
 
 
 
Design/methodology/approach 
 
 
 
 
This is a qualitative case study. The empirical illustrations of this paper originate from an action research project that focused the two e-service development initiatives analysed below. The analysis is structured using key aspects and phases proposed by Avison et al. (2001). As a result of the analysis, the concept of action is elaborated. The action elements action, actor, motive, space and time are analysed together with different roles. This goes beyond the existing action research literature. 
 
 
 
 
Findings 
 
 
 
 
The conclusions show that there is a need to understand actions and roles within action research projects – not separating action from research. Research is also seen as action. The practice of action research is also discussed as context-bounded interactive social action: action research as a recurrent, interactive and dynamic activity. It is also identified that the understanding of roles, actions and interaction can help handle dilemmas in action research. 
 
 
 
 
Research Limitations/implications 
 
 
 
 
The authors contribute to the body of knowledge concerning action research in the information systems research field and in general by exploring the need to study the concept of action (e.g. situations and elements), to be explicit concerning the different phases, roles and responsibilities and management of different dilemmas in action research. A limitation of this study is that the inter-organisational development character in this study adds an extra dimension into the practice of actions research only partially highlighted. Another limitation is focus on public agencies. However, this is not critical for the results on action elements and the action research dilemmas that are studied. 
 
 
 
 
Practical Implications 
 
 
 
 
The understanding of roles, actions and interaction can solve the dilemmas and challenges linked to the practice of action research in the information systems field, but such understanding can help discover and handle dilemmas in action research. 
 
 
 
 
Originality/value 
 
 
 
 
The originality in this research is an illustration of and a perspective of action research as a context-bounded interactive social action: action research as a recurrent, interactive and dynamic activity. The value is that this knowledge can help handle dilemmas in action research.",76203371,8,76,(missing PubMedId)
(missing DOI),Bridging Design Thinking and EntreComp for Entrepreneurship Workshops: A Learning Experience,"Duncan Campbell, Gerasimos Balis, Bijan Aryana",(missing journal),2020,"Design Thinking (DT) is commonly used in Entrepreneurship Education, however it’s capacity to support entrepreneurial competencies has not been explored sufficiently. In this study, we used a multi-method approach to gain an in-depth understanding of participants’ learning journeys in two early entrepreneurship events. These were structured around DT and specifically IDEO’s implementation of Human Centred Design (HCD). Through semi-structured interviews and non-participant observation we were able to link the stages of HCD to specific competencies and identify competencies that manifest across the wider process. We draw conclusions on the contribution of DT in the development of these competencies and make suggestions for  using EntreComp to add nuance to DT interventions. Finally we discuss the impact of facilitation, professionalism, customization and logistical factors on the success of DT interventions.",76156238,4,50,(missing PubMedId)
(missing DOI),Controlling action research projects,"D. Avison, R. Baskerville, M. Myers",Information Technology and People,2001,"Action research (AR), which emphasises collaboration between researchers and practitioners, is a qualitative research method that has much potential for the information systems (IS) field. AR studies of IS phenomena are now beginning to be published in the IS research literature. However, the rigour of many AR studies in IS can be improved. When AR has been published, the findings have frequently been emphasised at the expense of the process. In this article, we look at the process in AR projects, and look at some of the key choices and alternatives in controlling AR. We discuss three aspects of control: the procedures for initiating an AR project, those for determining authority within the project, and the degree of formalisation. We analyse seven recent AR projects in IS and from this analysis distil recommendations for determining these control structures.",75783686,416,29,(missing PubMedId)
(missing DOI),Heterogeneous IT Innovation. Developing Industrial Architectural Knowledge,Magnus Andersson,(missing journal),2006,(missing abstract),75739556,11,62,(missing PubMedId)
(missing DOI),The Project Strategy Matrix: Systematizing the Design and Management of an Explicit Project Strategy,G. Koutsoukos,IEEE Transactions on Engineering Management,2021,"The notion of project strategy, i.e., the strategy of an individual project, remains an open field of investigation. Despite the significance of the topic, a few works in the literature examine the subject in a systematic way. Likewise, project strategy has not yet become a first-class, widely used construct, and an integral element of current project management practices. Moreover, most of the existing ideas around project strategy focus on business and management aspects, such as the alignment of projects with corporate strategy and project success factors. Consequently, limited support is provided with respect to the implementation aspects of project strategy. The main goal of this article is to bridge this gap. Specifically, to achieve this goal, we first discuss and exemplify the significance of an explicit project strategy. Subsequently, following a relevant literature review, we put forward a methodological means, called the project strategy matrix, which can be applied to design, capture, communicate, and manage the concrete strategy of a project. Such means capitalize on and adapt Rumelt's seminal work on business strategy, in a more problem-solving-oriented approach that puts emphasis on the key challenges and constraints of projects. We employ a real-world scenario of an Information Technology project to illustrate the case, to support our argumentation and to exemplify the project strategy matrix. Moreover, based on practical experience in a number of projects using a collaborative practice research approach, we report relevant findings and provide insights on the way the project strategy matrix can be applied in the real world. Finally, we call for an intensification of research on the topic of project strategy and make concrete recommendations in this regard.",74928028,4,27,(missing PubMedId)
(missing DOI),Considering the Offender: Addressing the Procedural Stages of Computer Crime in an Organisational Context,Robert Willison,(missing journal),2004,(missing abstract),74855114,6,63,(missing PubMedId)
(missing DOI),Ensemble Artifacts: From Viewing to Designing in Action Design Research,"Sandeep Purao, Ola Henfridsson, Matti Rossi, Maung K. Sein",(missing journal),2012,"Action Design Research (ADR) is a research method for generating design knowledge through building and evaluating ensemble artifacts. In this paper, we respond to Goldkuhl's critical review of the conceptualization of IT artifact in ADR. In particular, the review problematizes the so-called conceptual  from an ensemble view to ensemble artifact, and suggests that this journey restricts the use of ADR. We recognize Goldkuhl's critique as a valuable opportunity to clarify our thinking and elaborate the rationale behind ensemble artifact. We maintain that the notion of ensemble artifact in ADR is appropriate because it highlights the forward-looking orientation of designing artifacts and stresses the importance of the context for the evolution and use of the resulting artifact. It stands in contrast to the retrospective ori- entation of the ensemble view nomenclature from Orlikowski and Iacono that we borrowed and extended for ADR. Finally, we endorse Goldkuhl's proposed communicative view as a useful addition to the toolkit of ADR researchers who can study the design of communicative tool artifacts.",73197535,29,11,(missing PubMedId)
(missing DOI),Resonance Facilitating Steps in Power Intensive Contexts: Project Establishment Experiences in the Kenyan Health Sector,Salesio Mbogo Kiura,(missing journal),2010,(missing abstract),72872276,0,40,(missing PubMedId)
(missing DOI),Mobilising knowledge: an action design research case study of using technology to safeguard an endangered nature-based tourism attraction,A. Coghlan,Journal of Sustainable Tourism,2020,"Abstract This paper considers how an Action Design Research (ADR) research methodology can contribute to impactful research in sustainable tourism. ADR arguably combines the best of Action Research with Design Science, by solving an applied problem within its contextual setting (a feature of Action Research) and drawing wider lessons or universal principles from the solution (a feature of Design Science). It argues that approaches like ADR are required to address what is a fundamentally goal-oriented (through the very definition of sustainable tourism) area of research, and bridge the academic-practitioner divide. The paper presents an ADR case study on using technology to build the eco-literacy of tourists visiting Australia’s Great Barrier Reef. This natural attraction represents a highly complex ecosystem, in an educationally challenging (underwater) environment, surrounded by political and scientific controversy. The case study involves the creation of a virtual reality interpretive game (the artefact) to illustrate the four stages of ADR, namely, Problem Formulation; Build, Intervene, Evaluate; Reflect and Learn; Formalise Learning. The case study highlights the importance of ADR’s principles of “reciprocal shaping”, “mutually influencing roles” and “authentic and concurrent evaluation” to bridge the gap between practice and theory, and build impactful research that can support more sustainable tourism.",72067714,19,85,(missing PubMedId)
(missing DOI),An Investigation of Competing Values in Development of a Voluntary Organization,"T. Crim, L. Grabowski, Cathy Neher, L. Mathiassen",(missing journal),2011,"Competing Values Framework (CVF) has attracted attention in the organization literature but little is known about how competing values can inform development of voluntary organizations. Against this backdrop, we present an action research study into Right in the Community (RitC), a voluntary agency which provides services to developmentally disabled in Cobb County, Georgia. Collaborating with researchers and agency management, staff, and board, the study had a dual purpose: 1) develop agency’s identity, organization, management practices, and ability to plan for the future, and 2) adapt CVF to support development of voluntary organizations. Thus, we demonstrate the value of CVF for developing voluntary organizations by revealing how its dimensions of organizational focus, structural preference, and managerial concern positively informed the efforts at RitC. Also, tensions between heart and head were important and, therefore, in the context of voluntary organizations we propose to extend the CVF with a dimension of motivational trait.",71836090,3,51,(missing PubMedId)
(missing DOI),Work-Integrated Learning as an Outcome of Using Action Design Research in Practice,"Amir Haj-Bolouri, Christian Östlund, Matti Rossi, Lars Svensson",Lecture Notes in Computer Science,2019,"This paper highlights Work-Integrated Learning (WIL) as an outcome of using Action Design Research (ADR) in practice. We argue that ADR is a subtype of Design Science Research (DSR) and a prominent method for facilitating mutually beneficial collaboration between academia and practice. Subsequently, we tie our work around ADR and WIL to the Scandinavian school of IS-research and worker participation, by emphasizing reflective practice on both researcher and practitioner side. We demonstrate this through two empirical cases and four case episodes. Consequently, the cases highlight building, intervention, and evaluation in the areas of civic orientation and county administration. The narrative around each case focuses on ADR-activities that mediate reflection and learning through iterative cycles. Outcomes from the cases are reported as WIL-outcomes and finally, we conclude this paper by briefly suggesting two implications for future relevant research.",71802346,2,94,(missing PubMedId)
